Year,Month,District,Season,Total,Density,freq,Lower,Upper,temp,rain,area,EIR,case1,IR
2014,5,MZ,1,46797,0,0.5774,0.1574,0.8983,30,174.1,2,0,56,0.001196658
2014,5,PR,1,7733,1.5,NA,NA,NA,30,174.1,0,0.75,0,0
2014,6,AG,2,71749,2.48,0.4082,NA,NA,28,31.9,2,1.24,270,0.003763119
2014,6,CT,2,17876,2.36,0.6831,0.4696,0.8519,28,31.9,2,1.18,16,0.000895055
2014,6,CU,2,6567,0.36,0.6489,0.4589,0.8097,28,31.9,1,0.18,2,0.000304553
2014,6,LE,2,7733,6.32,0.7303,0.5237,0.8829,28,31.9,1,3.16,16,0.002069055
2014,6,LO,2,20246,0.72,0.5345,0.1551,0.8554,28,31.9,2,0.36,76,0.003753828
2014,6,MZ,2,46797,0,0,NA,NA,28,31.9,2,0,62,0.001324871
2014,6,PR,2,7733,0.88,NA,NA,NA,28,31.9,0,0.44,0,0
2014,7,AG,2,71749,1.2,0.4082,NA,NA,26,4.3,2,0.6,78,0.001087123
2014,7,CT,2,17876,1.2,0.6831,0.4696,0.8519,26,4.3,2,0.6,14,0.000783173
2014,7,CU,2,6567,0.65,0.6489,0.4589,0.8097,26,4.3,1,0.325,3,0.00045683
2014,7,LE,2,7733,5.35,0.7303,0.5237,0.8829,26,4.3,1,2.675,10,0.001293159
2014,7,LO,2,20246,0.3,0.5345,0.1551,0.8554,26,4.3,2,0.15,42,0.002074484
2014,7,MZ,2,46797,0,0,NA,NA,26,4.3,2,0,22,0.000470116
2014,7,PR,2,7733,1.16,NA,NA,NA,26,4.3,0,0.58,1,0.000129316
2014,8,AG,2,71749,0.15,0.4082,NA,NA,26,13.4,2,0.075,14,0.000195125
2014,8,CT,2,17876,1.35,0.6831,0.4696,0.8519,26,13.4,2,0.675,2,0.000111882
2014,8,CU,2,6567,0.45,0.6489,0.4589,0.8097,26,13.4,1,0.225,0,0
2014,8,LE,2,7733,0.9,0.7303,0.5237,0.8829,26,13.4,1,0.45,9,0.001163843
2014,8,LO,2,20246,0.1,0.5345,0.1551,0.8554,26,13.4,2,0.05,11,0.000543317
2014,8,MZ,2,46797,0,0,NA,NA,26,13.4,2,0,8,0.000170951
2014,8,PR,2,7733,1.15,NA,NA,NA,26,13.4,0,0.575,0,0
2014,9,AG,2,71749,0.13,0.4082,NA,NA,27,20.2,2,0.065,10,0.000139375
2014,9,CT,2,17876,2.24,0.6831,0.4696,0.8519,27,20.2,2,1.12,2,0.000111882
2014,9,CU,2,6567,0.65,0.6489,0.4589,0.8097,27,20.2,1,0.325,3,0.00045683
2014,9,LE,2,7733,2.33,0.7303,0.5237,0.8829,27,20.2,1,1.165,4,0.000517264
2014,9,LO,2,20246,0.36,0.5345,0.1551,0.8554,27,20.2,2,0.18,2,9.88E-05
2014,9,MZ,2,46797,0,0,NA,NA,27,20.2,2,0,1,2.14E-05
2014,9,PR,2,7733,0.65,NA,NA,NA,27,20.2,0,0.325,0,0
2015,1,AG,1,72671,2.73,0.3892,0.2337,0.5583,30,91.2,2,1.365,65,0.000894442
2015,1,CT,1,18257,NA,0.5,0.1505,0.8172,30,91.2,2,NA,11,0.000602509
2015,1,CU,1,6998,0.3,0.3922,0.1269,0.6782,30,91.2,1,0.15,1,0.000142898
2015,1,LE,1,8001,0.15,0.559,0.3401,0.7603,30,91.2,1,0.075,1,0.000124984
2015,1,LO,1,20759,0,0.2236,NA,NA,30,91.2,2,0,23,0.001107953
2015,1,MZ,1,47977,0,0.5976,0.3649,0.8004,30,91.2,2,0,13,0.000270963
2015,1,PR,1,8001,0.55,0.1826,NA,NA,30,91.2,0,0.275,1,0.000124984
2015,10,AG,3,72671,1.93,0.4804,0.3081,0.654,29,254.3,2,0.965,29,0.000399059
2015,10,CT,3,18257,2.45,0.2041,NA,NA,29,254.3,2,1.225,2,0.000109547
2015,10,CU,3,6998,0.55,0.343,0.1133,0.6058,29,254.3,1,0.275,0,0
2015,10,LE,3,8001,4.3,0.6831,0.4696,0.8519,29,254.3,1,2.15,22,0.002749656
2015,10,LO,3,20759,0.6,0.2722,0.0918,0.493,29,254.3,2,0.3,10,0.000481719
2015,10,MZ,3,47977,0,NA,NA,NA,29,254.3,2,0,3,6.25E-05
2015,10,PR,3,8001,0.85,0.4264,0.2351,0.6288,29,254.3,0,0.425,0,0
2015,11,AG,3,72671,3.65,0.4804,0.3081,0.654,30,208.3,2,1.825,54,0.000743075
2015,11,CT,3,18257,2.54,0.2041,NA,NA,30,208.3,2,1.27,3,0.000164321
2015,11,CU,3,6998,0.48,0.343,0.1133,0.6058,30,208.3,1,0.24,0,0
2015,11,LE,3,8001,1.32,0.6831,0.4696,0.8519,30,208.3,1,0.66,22,0.002749656
2015,11,LO,3,20759,0.84,0.2722,0.0918,0.493,30,208.3,2,0.42,41,0.001975047
2015,11,MZ,3,47977,0,NA,NA,NA,30,208.3,2,0,3,6.25E-05
2015,11,PR,3,8001,2.28,0.4264,0.2351,0.6288,30,208.3,0,1.14,0,0
2015,12,AG,3,72671,1.45,0.4804,0.3081,0.654,31,125.5,2,0.725,58,0.000798118
2015,12,CT,3,18257,2.7,0.2041,NA,NA,31,125.5,2,1.35,4,0.000219094
2015,12,CU,3,6998,0.05,0.343,0.1133,0.6058,31,125.5,1,0.025,1,0.000142898
2015,12,LE,3,8001,2.4,0.6831,0.4696,0.8519,31,125.5,1,1.2,3,0.000374953
2015,12,LO,3,20759,0.85,0.2722,0.0918,0.493,31,125.5,2,0.425,18,0.000867094
2015,12,MZ,3,47977,0,NA,NA,NA,31,125.5,2,0,13,0.000270963
2015,12,PR,3,8001,0.35,0.4264,0.2351,0.6288,31,125.5,0,0.175,0,0
2015,2,AG,1,72671,1.6,0.3892,0.2337,0.5583,31,138.5,2,0.8,75,0.001032049
2015,2,CT,1,18257,4.6,0.5,0.1505,0.8172,31,138.5,2,2.3,11,0.000602509
2015,2,CU,1,6998,0.73,0.3922,0.1269,0.6782,31,138.5,1,0.365,1,0.000142898
2015,2,LE,1,8001,0.66,0.559,0.3401,0.7603,31,138.5,1,0.33,3,0.000374953
2015,2,LO,1,20759,0.33,0.2236,NA,NA,31,138.5,2,0.165,23,0.001107953
2015,2,MZ,1,47977,0,0.5976,0.3649,0.8004,31,138.5,2,0,6,0.00012506
2015,2,PR,1,8001,0.35,0.1826,NA,NA,31,138.5,0,0.175,1,0.000124984
2015,3,AG,1,72671,8.65,0.3892,0.2337,0.5583,31,131.5,2,4.325,48,0.000660511
2015,3,CT,1,18257,4.44,0.5,0.1505,0.8172,31,131.5,2,2.22,3,0.000164321
2015,3,CU,1,6998,0.56,0.3922,0.1269,0.6782,31,131.5,1,0.28,2,0.000285796
2015,3,LE,1,8001,0.68,0.559,0.3401,0.7603,31,131.5,1,0.34,1,0.000124984
2015,3,LO,1,20759,1.05,0.2236,NA,NA,31,131.5,2,0.525,21,0.001011609
2015,3,MZ,1,47977,0,0.5976,0.3649,0.8004,31,131.5,2,0,5,0.000104217
2015,3,PR,1,8001,0.8,0.1826,NA,NA,31,131.5,0,0.4,0,0
2015,4,AG,1,72671,7.07,0.3892,0.2337,0.5583,31,117,2,3.535,136,0.001871448
2015,4,CT,1,18257,3.65,0.5,0.1505,0.8172,31,117,2,1.825,13,0.000712056
2015,4,CU,1,6998,0.2,0.3922,0.1269,0.6782,31,117,1,0.1,3,0.000428694
2015,4,LE,1,8001,1.2,0.559,0.3401,0.7603,31,117,1,0.6,7,0.000874891
2015,4,LO,1,20759,2.35,0.2236,NA,NA,31,117,2,1.175,40,0.001926875
2015,4,MZ,1,47977,0,0.5976,0.3649,0.8004,31,117,2,0,7,0.000145903
2015,4,PR,1,8001,0.95,0.1826,NA,NA,31,117,0,0.475,0,0
2015,5,AG,1,72671,11.2,0.3892,0.2337,0.5583,31,121.6,2,5.6,188,0.002587002
2015,5,CT,1,18257,2.25,0.5,0.1505,0.8172,31,121.6,2,1.125,24,0.001314564
2015,5,CU,1,6998,0,0.3922,0.1269,0.6782,31,121.6,1,0,12,0.001714776
2015,5,LE,1,8001,0.75,0.559,0.3401,0.7603,31,121.6,1,0.375,8,0.000999875
2015,5,LO,1,20759,1.3,0.2236,NA,NA,31,121.6,2,0.65,63,0.003034828
2015,5,MZ,1,47977,0,0.5976,0.3649,0.8004,31,121.6,2,0,14,0.000291806
2015,5,PR,1,8001,1.25,0.1826,NA,NA,31,121.6,0,0.625,0,0
2015,6,AG,2,72671,1.47,0.25,0.0848,0.4559,28,6.6,2,0.735,291,0.004004348
2015,6,CT,2,18257,2.68,NA,NA,NA,28,6.6,2,1.34,29,0.001588432
2015,6,CU,2,6998,0.28,0,NA,NA,28,6.6,1,0.14,8,0.001143184
2015,6,LE,2,8001,2.16,0.3922,0.1269,0.6782,28,6.6,1,1.08,10,0.001249844
2015,6,LO,2,20759,0.68,0.4714,0.1454,0.7832,28,6.6,2,0.34,115,0.005539766
2015,6,MZ,2,47977,0,NA,NA,NA,28,6.6,2,0,23,0.000479396
2015,6,PR,2,8001,0.12,NA,NA,NA,28,6.6,0,0.06,0,0
2015,7,AG,2,72671,0.95,0.25,0.0848,0.4559,27,20.5,2,0.475,106,0.001458629
2015,7,CT,2,18257,2.4,NA,NA,NA,27,20.5,2,1.2,6,0.000328641
2015,7,CU,2,6998,0.25,0,NA,NA,27,20.5,1,0.125,1,0.000142898
2015,7,LE,2,8001,2.75,0.3922,0.1269,0.6782,27,20.5,1,1.375,2,0.000249969
2015,7,LO,2,20759,0.15,0.4714,0.1454,0.7832,27,20.5,2,0.075,50,0.002408594
2015,7,MZ,2,47977,0,NA,NA,NA,27,20.5,2,0,25,0.000521083
2015,7,PR,2,8001,0.1,NA,NA,NA,27,20.5,0,0.05,0,0
2015,8,AG,2,72671,2.56,0.25,0.0848,0.4559,27,26.7,2,1.28,84,0.001155894
2015,8,CT,2,18257,2.08,NA,NA,NA,27,26.7,2,1.04,0,0
2015,8,CU,2,6998,0.08,0,NA,NA,27,26.7,1,0.04,0,0
2015,8,LE,2,8001,1.64,0.3922,0.1269,0.6782,27,26.7,1,0.82,11,0.001374828
2015,8,LO,2,20759,0.24,0.4714,0.1454,0.7832,27,26.7,2,0.12,12,0.000578063
2015,8,MZ,2,47977,0,NA,NA,NA,27,26.7,2,0,9,0.00018759
2015,8,PR,2,8001,0.8,NA,NA,NA,27,26.7,0,0.4,0,0
2015,9,AG,2,72671,2.9,0.25,0.0848,0.4559,28,58.4,2,1.45,38,0.000522905
2015,9,CT,2,18257,2.95,NA,NA,NA,28,58.4,2,1.475,3,0.000164321
2015,9,CU,2,6998,0.9,0,NA,NA,28,58.4,1,0.45,0,0
2015,9,LE,2,8001,1.95,0.3922,0.1269,0.6782,28,58.4,1,0.975,5,0.000624922
2015,9,LO,2,20759,0,0.4714,0.1454,0.7832,28,58.4,2,0,9,0.000433547
2015,9,MZ,2,47977,0,NA,NA,NA,28,58.4,2,0,4,8.34E-05
2015,9,PR,2,8001,0.4,NA,NA,NA,28,58.4,0,0.2,0,0
2016,1,AG,1,74716,1.13,0.4264,0.2722,0.5889,31,133.2,2,0.565,87,0.001164409
2016,1,CT,1,18617,2.3,0.2774,NA,NA,31,133.2,2,1.15,6,0.000322286
2016,1,CU,1,6836,1.15,0,NA,NA,31,133.2,1,0.575,2,0.000292569
2016,1,LE,1,8050,2.2,0.527,0.3198,0.7252,31,133.2,1,1.1,6,0.000745342
2016,1,LO,1,21084,0.27,0,NA,NA,31,133.2,2,0.135,13,0.000616581
2016,1,MZ,1,48732,0,0.603,0.3346,0.8293,31,133.2,2,0,3,6.16E-05
2016,1,PR,1,8050,0.5,0,NA,NA,31,133.2,0,0.25,0,0
2016,10,AG,3,74716,NA,0.378,NA,NA,29,336,2,NA,60,0.000803041
2016,10,CT,3,18617,1.36,0.5774,0.1574,0.8983,29,336,2,0.68,7,0.000376
2016,10,CU,3,6836,0.5,0,NA,NA,29,336,1,0.25,0,0
2016,10,LE,3,8050,1.47,NA,NA,NA,29,336,1,0.735,27,0.003354037
2016,10,LO,3,21084,1.5,0.2887,NA,NA,29,336,2,0.75,21,0.000996016
2016,10,MZ,3,48732,0,0.603,0.3346,0.8293,29,336,2,0,5,0.000102602
2016,10,PR,3,8050,0.76,0,NA,NA,29,336,0,0.38,0,0
2016,11,AG,3,74716,3.3,0.378,NA,NA,30,292.5,2,1.65,62,0.000829809
2016,11,CT,3,18617,0.25,0.5774,0.1574,0.8983,30,292.5,2,0.125,2,0.000107429
2016,11,CU,3,6836,0.3,0,NA,NA,30,292.5,1,0.15,0,0
2016,11,LE,3,8050,0.2,NA,NA,NA,30,292.5,1,0.1,19,0.002360248
2016,11,LO,3,21084,1.7,0.2887,NA,NA,30,292.5,2,0.85,18,0.000853728
2016,11,MZ,3,48732,0,0.603,0.3346,0.8293,30,292.5,2,0,8,0.000164163
2016,11,PR,3,8050,NA,0,NA,NA,30,292.5,0,NA,0,0
2016,12,AG,3,74716,NA,0.378,NA,NA,30,174.4,2,NA,79,0.001057337
2016,12,CT,3,18617,NA,0.5774,0.1574,0.8983,30,174.4,2,NA,2,0.000107429
2016,12,CU,3,6836,NA,0,NA,NA,30,174.4,1,NA,2,0.000292569
2016,12,LE,3,8050,NA,NA,NA,NA,30,174.4,1,NA,23,0.002857143
2016,12,LO,3,21084,NA,0.2887,NA,NA,30,174.4,2,NA,25,0.001185733
2016,12,MZ,3,48732,NA,0.603,0.3346,0.8293,30,174.4,2,NA,11,0.000225724
2016,12,PR,3,8050,NA,0,NA,NA,30,174.4,0,NA,0,0
2016,2,AG,1,74716,2.04,0.4264,0.2722,0.5889,31,69.6,2,1.02,40,0.000535361
2016,2,CT,1,18617,2.44,0.2774,NA,NA,31,69.6,2,1.22,1,5.37E-05
2016,2,CU,1,6836,1.28,0,NA,NA,31,69.6,1,0.64,0,0
2016,2,LE,1,8050,2.12,0.527,0.3198,0.7252,31,69.6,1,1.06,2,0.000248447
2016,2,LO,1,21084,0.4,0,NA,NA,31,69.6,2,0.2,25,0.001185733
2016,2,MZ,1,48732,0,0.603,0.3346,0.8293,31,69.6,2,0,4,8.21E-05
2016,2,PR,1,8050,0.4,0,NA,NA,31,69.6,0,0.2,0,0
2016,3,AG,1,74716,3.7,0.4264,0.2722,0.5889,31,212.7,2,1.85,95,0.001271481
2016,3,CT,1,18617,2.73,0.2774,NA,NA,31,212.7,2,1.365,5,0.000268572
2016,3,CU,1,6836,0.73,0,NA,NA,31,212.7,1,0.365,1,0.000146284
2016,3,LE,1,8050,1.7,0.527,0.3198,0.7252,31,212.7,1,0.85,8,0.000993789
2016,3,LO,1,21084,0.3,0,NA,NA,31,212.7,2,0.15,26,0.001233163
2016,3,MZ,1,48732,0,0.603,0.3346,0.8293,31,212.7,2,0,5,0.000102602
2016,3,PR,1,8050,0.4,0,NA,NA,31,212.7,0,0.2,0,0
2016,4,AG,1,74716,3.9,0.4264,0.2722,0.5889,32,148,2,1.95,135,0.001806842
2016,4,CT,1,18617,2.4,0.2774,NA,NA,32,148,2,1.2,5,0.000268572
2016,4,CU,1,6836,1.15,0,NA,NA,32,148,1,0.575,0,0
2016,4,LE,1,8050,0.6,0.527,0.3198,0.7252,32,148,1,0.3,31,0.003850932
2016,4,LO,1,21084,0.6,0,NA,NA,32,148,2,0.3,31,0.001470309
2016,4,MZ,1,48732,0,0.603,0.3346,0.8293,32,148,2,0,13,0.000266765
2016,4,PR,1,8050,0.3,0,NA,NA,32,148,0,0.15,2,0.000248447
2016,5,AG,1,74716,2.2,0.4264,0.2722,0.5889,30,153.3,2,1.1,290,0.003881364
2016,5,CT,1,18617,4.24,0.2774,NA,NA,30,153.3,2,2.12,19,0.001020573
2016,5,CU,1,6836,0.4,0,NA,NA,30,153.3,1,0.2,0,0
2016,5,LE,1,8050,0.88,0.527,0.3198,0.7252,30,153.3,1,0.44,13,0.001614907
2016,5,LO,1,21084,1.7,0,NA,NA,30,153.3,2,0.85,37,0.001754885
2016,5,MZ,1,48732,0,0.603,0.3346,0.8293,30,153.3,2,0,30,0.000615612
2016,5,PR,1,8050,0.64,0,NA,NA,30,153.3,0,0.32,3,0.000372671
2016,6,AG,2,74716,1.5,0.6794,0.446,0.861,29,31.7,2,0.75,185,0.002476043
2016,6,CT,2,18617,3.45,0.5,NA,NA,29,31.7,2,1.725,8,0.000429715
2016,6,CU,2,6836,0.87,0,NA,NA,29,31.7,1,0.435,0,0
2016,6,LE,2,8050,1.7,0.6325,0.1512,0.9456,29,31.7,1,0.85,17,0.002111801
2016,6,LO,2,21084,0.93,NA,NA,NA,29,31.7,2,0.465,34,0.001612597
2016,6,MZ,2,48732,0,NA,NA,NA,29,31.7,2,0,24,0.00049249
2016,6,PR,2,8050,0.95,0.25,NA,NA,29,31.7,0,0.475,2,0.000248447
2016,7,AG,2,74716,1.2,0.6794,0.446,0.861,28,11.7,2,0.6,106,0.001418705
2016,7,CT,2,18617,2.27,0.5,NA,NA,28,11.7,2,1.135,6,0.000322286
2016,7,CU,2,6836,0.67,0,NA,NA,28,11.7,1,0.335,0,0
2016,7,LE,2,8050,4.13,0.6325,0.1512,0.9456,28,11.7,1,2.065,18,0.002236025
2016,7,LO,2,21084,0.33,NA,NA,NA,28,11.7,2,0.165,13,0.000616581
2016,7,MZ,2,48732,0,NA,NA,NA,28,11.7,2,0,15,0.000307806
2016,7,PR,2,8050,0.5,0.25,NA,NA,28,11.7,0,0.25,0,0
2016,8,AG,2,74716,0.2,0.6794,0.446,0.861,28,51.9,2,0.1,39,0.000521977
2016,8,CT,2,18617,3.05,0.5,NA,NA,28,51.9,2,1.525,1,5.37E-05
2016,8,CU,2,6836,0.36,0,NA,NA,28,51.9,1,0.18,0,0
2016,8,LE,2,8050,1,0.6325,0.1512,0.9456,28,51.9,1,0.5,7,0.000869565
2016,8,LO,2,21084,0,NA,NA,NA,28,51.9,2,0,10,0.000474293
2016,8,MZ,2,48732,0,NA,NA,NA,28,51.9,2,0,6,0.000123122
2016,8,PR,2,8050,0.52,0.25,NA,NA,28,51.9,0,0.26,0,0
2016,9,AG,2,74716,0.1,0.6794,0.446,0.861,29,51.2,2,0.05,39,0.000521977
2016,9,CT,2,18617,2.07,0.5,NA,NA,29,51.2,2,1.035,1,5.37E-05
2016,9,CU,2,6836,0.6,0,NA,NA,29,51.2,1,0.3,0,0
2016,9,LE,2,8050,1.2,0.6325,0.1512,0.9456,29,51.2,1,0.6,24,0.002981366
2016,9,LO,2,21084,0.3,NA,NA,NA,29,51.2,2,0.15,10,0.000474293
2016,9,MZ,2,48732,0,NA,NA,NA,29,51.2,2,0,6,0.000123122
2016,9,PR,2,8050,0.85,0.25,NA,NA,29,51.2,0,0.425,0,0
